,id,category,sub category,product,price,organic,vegetarian,vegan,gluten free,lactose free,beter leven,unit,weight,calories,ingredients
1338,2142,"Sweets, biscuits, crisps and chocolate",Biscuits,AH Penny wafels,0.85,,,,,,,"150 gPrijs per KG € 5,67",150 Gram,569,"Ingrediënten: tarwebloem, palmvet, suiker, plantaardige olie (palmpit, palm, kokos, shea), mageremelkpoeder, dextrose, 3,7% magerecacaopoeder°, weipoeder, cacaoboter°, vollemelkpoeder, emulgator (lecithinen [E322 (soja)], sorbitaantristearaat [E492]), cacaomassa°, vrije-uitloopeigeel, bloem (teff, soja, rijst), zout, aardappelzetmeel, natuurlijk vanillearoma, meelverbeteraar (ascorbinezuur [E300]), rijsmiddel (natriumbicarbonaat [E500]).
Waarvan toegevoegde suikers 26g per 100 gram en waarvan toegevoegd zout 0.16g per 100 gram
°Rainforest Alliance gecertificeerd. Zie voor meer informatie ra.org"
1339,2143,"Sweets, biscuits, crisps and chocolate",Biscuits,AH Luikse wafels,1.85,,1.0,,,,,"550 gPrijs per KG € 3,36",550 Gram,478,"Ingrediënten: tarwebloem, suiker, plantaardige olie (palm, raap), water, gist, scharrelei, invertsuikerstroop, stabilisator (sorbitol [E420]), sojabloem, zout, emulgator (lecithinen [E322 (soja)], mono- en diglyceriden van vetzuren [E471]), natuurlijk vanillearoma, vanillearoma, kleurstof (caroteen [E160a]), conserveermiddel (kaliumsorbaat [E202]), voedingszuur (citroenzuur [E330]).
Waarvan toegevoegde suikers 28g per 100 gram en waarvan toegevoegd zout 0.64g per 100 gram"
1340,2144,"Sweets, biscuits, crisps and chocolate",Biscuits,AH Ontbijtkoek volkoren gesneden,1.99,,,1.0,,,,"475 gPrijs per KG € 4,19",475 Gram,279,"Ingrediënten: glucose-fructosestroop, 34% volkorenroggemeel, water, oligofructosestroop, voedingsvezel (aardappel, erwt), rijsmiddel (difosfaat [E450], natriumcarbonaat [E500]), specerijen, gekaramelliseerde suikerstroop, suiker, raapolie, conserveermiddel (sorbinezuur [E200]), tarwemoutmeel, zout.
Waarvan toegevoegde suikers 34g per 100 gram en waarvan toegevoegd zout 0.02g per 100 gram"
1341,2145,"Sweets, biscuits, crisps and chocolate",Biscuits,AH Roomboter kano's,1.85,,,,,,,"270 gNormale prijs per KG € 6,85",270 Gram,425,"Ingrediënten: suiker, tarwebloem, sojaboon, 16% roomboter, dextrose, rijstebloem, glucose-fructosestroop, 1,1% amandel, scharreleigeel, sojabloem, natuurlijke aroma's, water, emulgator (sojalecithine [E322]), zout, rijsmiddel (difosfaat [E450], natriumcarbonaat [E500]), abrikozenpit, stabilisator (sorbitol [E420]), weipoeder, citroenschil, gemodificeerd aardappelzetmeel, zuurteregelaar (citroenzuur [E330]), kleurstof (caroteen [E160a]).
Waarvan toegevoegde suikers 37g per 100 gram en waarvan toegevoegd zout 0.29g per 100 gram"
1342,2146,"Sweets, biscuits, crisps and chocolate",Biscuits,AH Ontbijtkoek gesneden,1.59,,1.0,,,,,"475 gPrijs per KG € 3,35",475 Gram,292,"Ingrediënten: glucose-fructosestroop, roggebloem, water, gekaramelliseerde suikerstroop, rijsmiddel (difosfaat [E450], natriumcarbonaat [E500]), voedingsvezel (aardappel, erwt), specerijen, suiker, raapolie, conserveermiddel (sorbinezuur [E200]), tarwemoutmeel, zout.
Waarvan toegevoegde suikers 38g per 100 gram en waarvan toegevoegd zout 0.03g per 100 gram"
1343,2147,"Sweets, biscuits, crisps and chocolate",Biscuits,AH Mini eierkoeken,1.59,,1.0,,,,,8 stuks,8 Aantal,289,"Ingrediënten: tarwebloem, suiker, 13% vrije-uitloopei, water, rijsmiddel (ammoniumcarbonaat [E503]), dextrose, glucosestroop, maïszetmeel, sojabloem, melkeiwit, zout, natuurlijk aroma, tarwemoutmeel, meelverbeteraar (ascorbinezuur [E300]).
Waarvan toegevoegde suikers 33g per 100 gram en waarvan toegevoegd zout 0.16g per 100 gram"
1344,2149,"Sweets, biscuits, crisps and chocolate",Biscuits,Snelle Jelle Kruidkoek naturel 5-pack,2.69,,,,,,,"5 stuksPrijs per KG € 8,28",5 Stuks (piece). 325 Gram,305,"Ingrediënten: ROGGEbloem, glucose-fructosestroop, suiker, specerijen, kaneel, zonnebloemolie, rijsmiddelen (natriumwaterstofcarbonaat, dinatriumdifosfaat).

Kan sporen bevatten van: NOTEN"
1345,2150,"Sweets, biscuits, crisps and chocolate",Biscuits,Hero B'tween mueslireep melkchocolade,1.79,,,,,,,"6 x 25 gPrijs per KG € 11,93",6 Stuks (piece). 150 Gram,455,"Ingrediënten: MELKchocolade 24% (suiker, cacaomassa*, cacaoboter*, magere MELKpoeder, BOTERvet, emulgator (zonnebloemlecithine)), granencrispies (TARWEmeel, suiker, maïsmeel, rijstmeel, GERSTmoutextract, zout, karamelsuikersiroop), glucosestroop, glucosefructosestroop, volkorengraanvlokken 10% (HAVER, TARWE, GERST), geroosterde PINDA’s 7%, suiker, kokosvet, cornflakes (mais, zout, GERSTmoutextract), honing 1%, emulgator (zonnebloemlecithine), zout, natuurlijk aroma, karamelsuikerstroop. Kan NOTEN bevatten."
1346,2152,"Sweets, biscuits, crisps and chocolate",Biscuits,LU Bastogne orginal,1.99,,,,,,,"260 gNormale prijs per KG € 7,65",260 Gram,487,"Ingrediënten: TARWEBLOEM 45 %, suiker, palmolie, kandijpoeder 9,5 %, fructose-glucosestroop, EIEREN, kandijstroop, rijsmiddel (natriumcarbonaten), kleurstof (karamel), glucosestroop, kaneel 0,2 %, zout, aroma. KAN SESAM BEVATTEN."
1347,2153,"Sweets, biscuits, crisps and chocolate",Biscuits,AH Bokkenpootjes,1.85,,1.0,,,,,"200 gNormale prijs per KG € 9,25",200 Gram,506,"Ingrediënten: suiker, plantaardig vet (palm, kokos), tarwezetmeel, rijstmeel, pinda, magerecacaopoeder°, voedingsvezel (inuline), lactose, vegetarisch weipoeder, glucosestroop, scharrelei-eiwitpoeder, cacaomassa°, melkeiwit, aroma, emulgator (sojalecithine [E322]), mageremelkpoeder, cacaoboter°, roomboterconcentraat, vanillearoma, verdikkingsmiddel (xanthaangom [E415], cellulosegom [E466]), rijsmiddel (natriumcarbonaat [E500]), zuurteregelaar (citroenzuur [E330]), water, natuurlijk aroma.
Waarvan toegevoegde suikers 42g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram
°Rainforest Alliance gecertificeerd. Zie voor meer informatie ra.org"
1348,2155,"Sweets, biscuits, crisps and chocolate",Biscuits,AH Lange vingers,0.87,,1.0,,,1.0,,"200 gPrijs per KG € 4,35",200 Gram,394,"Ingrediënten: suiker, tarwebloem, scharrelei, rijsmiddel (ammoniumcarbonaat [E503], natriumcarbonaat [E500]), natuurlijk aroma.
Waarvan toegevoegde suikers 51g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram"
1349,2157,"Sweets, biscuits, crisps and chocolate",Biscuits,AH Zaans huisje melkchocolade,0.95,,1.0,,,,,"125 gPrijs per KG € 7,60",125 Gram,511,"Ingrediënten: suiker, tarwebloem, cacaoboter°, cacaomassa°, mageremelkpoeder, 3.9% roomboter, lactose, glucosestroop, boterolie, rijsmiddel (natriumcarbonaat [E500], ammoniumcarbonaat [E503]), emulgator (sojalecithine [E322]), vollemelkpoeder, vegetarisch weipoeder, zout, voedingszuur (citroenzuur [E330]).
Waarvan toegevoegde suikers 35g per 100 gram en waarvan toegevoegd zout 0.09g per 100 gram
°Rainforest Alliance gecertificeerd. Zie voor meer informatie ra.org"
1350,2160,"Sweets, biscuits, crisps and chocolate",Biscuits,AH Bakkers speculaas,1.29,,,1.0,,1.0,,"600 gPrijs per KG € 2,15",600 Gram,504,"Ingrediënten: tarwebloem, suiker, plantaardige olie (palm, raap), rijsmiddel (natriumcarbonaat [E500], difosfaat [E450]), 1,4% speculaaskruiden, zout, invertsuikerstroop.
Waarvan toegevoegde suikers 32g per 100 gram en waarvan toegevoegd zout 0.30g per 100 gram"
1351,2162,"Sweets, biscuits, crisps and chocolate",Biscuits,Lotus Biscoff original speculoos xl koek,2.5,,,,,,,"300 gPrijs per KG € 6,83",12 Stuks (piece). 300 Gram,484,"Ingrediënten: TARWEbloem, suiker, plantaardige oliën (palm*, raap), kandijstroop, rijsmiddel (natriumwaterstofcarbonaat), SOJAbloem, zout, kaneel. *palmolie van duurzame en gecertificeerde plantages"
1352,2163,"Sweets, biscuits, crisps and chocolate",Biscuits,AH Brabantse eierkoeken,2.29,,1.0,,,,2.0,4 stuks,4 Aantal,314,"Ingrediënten: tarwebloem, suiker, 12% vrije-uitloopeiᵇ, water, mageremelkpoeder, sojabloem, rijsmiddel (ammoniumcarbonaat [E503]), melkeiwit, citroensapconcentraat, citroenschil, lactose, tarwemoutmeel, gemodificeerd aardappelzetmeel, meelverbeteraar (ascorbinezuur [E300]). ᵇBeter Leven keurmerk 2 sterren.
Waarvan toegevoegde suikers 38g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram"
1353,2166,"Sweets, biscuits, crisps and chocolate",Biscuits,Lotus Biscoff speculoos koek,1.69,,,,,,,"250 gPrijs per KG € 6,76",32 Stuks (piece). 250 Gram,484,"Ingrediënten: TARWEbloem, suiker, plantaardige oliën (palm*, raap), kandijstroop, rijsmiddel (natriumwaterstofcarbonaat), SOJAbloem, zout, kaneel. *Palmolie van duurzame en gecertificeerde plantages."
1354,2167,"Sweets, biscuits, crisps and chocolate",Biscuits,AH Chocolate chip cookies,1.15,,1.0,,,,,"225 gPrijs per KG € 5,11",225 Gram,494,"Ingrediënten: suiker, tarwebloem, cacaomassa°, plantaardige olie (palm, zonnebloem), cacaoboter°, glucose-fructosestroop, vollemelkpoeder, roomboter, glucosestroop, mageremelkpoeder, scharrelei, rijsmiddel (natriumcarbonaten [E500], difosfaten [E450]), tarwezetmeel, emulgator (sojalecithinen [E322]), natuurlijk aroma, kleurstof (karamel [E150a]), natuurlijk vanillearoma.
Waarvan toegevoegde suikers 35g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram
°Rainforest Alliance gecertificeerd. Zie voor meer informatie ra.org"
1355,2169,"Sweets, biscuits, crisps and chocolate",Biscuits,Lotus Biscoff speculoos koek vanille,1.75,,,,,,,"150 gPrijs per KG € 11,67",15 Stuks (piece). 150 Gram,522,"Ingrediënten: Suiker, TARWEbloem, plantaardige oliën (palm*, raap), kandijstroop, rijsmiddel (natriumwaterstofcarbonaat), SOJAbloem, emulgator (lecithinen (SOJA)), zout, kaneel, natuurlijk aroma. *Palmolie van duurzame en gecertificeerde plantages. Kan sporen bevatten van: MELK, EI."
1356,2170,"Sweets, biscuits, crisps and chocolate",Biscuits,AH Roomboter stroopwafels,2.44,,1.0,,,,,12 stuks,468 Gram,456,"Ingrediënten: tarwebloem, 29% glucose-fructosestroop, 14% roomboter, suiker, palmvet, 4,5% suikerstroop, tarwevezel, sojabloem, raapolie, zout, rijsmiddel (natriumcarbonaat [E500]), emulgator (sojalecithine [E322], mono- en diglyceriden van vetzuren [E471]), kaneel, Bourbonvanille, voedingszuur (citroenzuur [E330]).
Waarvan toegevoegde suikers 34g per 100 gram en waarvan toegevoegd zout 0.50g per 100 gram"
1357,2171,"Sweets, biscuits, crisps and chocolate",Easter treats,AH Chocolade eitjes puur,1.99,,1.0,,,,,"250 gPrijs per KG € 7,96",250 Gram,529,"Ingrediënten: suiker, cacaomassaº, cacaoboterº, emulgator (sojalecithine [E322]), natuurlijk vanillearoma.
Waarvan toegevoegde suikers 49g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram
cacaobestanddelen ten minste 46%. 
°Rainforest Alliance gecertificeerd. Zie voor meer informatie ra.org"
1358,2173,"Sweets, biscuits, crisps and chocolate",Easter treats,AH Excellent Paas cakejes,1.59,,1.0,,,,,"343 gPrijs per KG € 4,64",343 Gram,417,"Ingrediënten: suiker, tarwebloem, plantaardige olie (raap, palm, palmpit, kokos), glucose-fructosestroop, scharrelei, stabilisator (glycerol [E422]), water, glucosestroop, zetmeel (aardappel, tarwe), plantaardig vet (palmpit, palm), fructosestroop, rijsmiddel (difosfaat [E450], natriumcarbonaat [E500]), dextrose, emulgator (mono- en diglyceriden van vetzuren [E471], sojalecithine [E322]), citroenschil, zout, kleurstof (caroteen [E160a]), conserveermiddel (sorbinezuur [E200], calciumpropionaat [E282]), rijstebloem, verdikkingsmiddel (xanthaangom [E415]), natuurlijke aroma's, gemodificeerd aardappelzetmeel, zuurteregelaar (citroenzuur [E330]).
Waarvan toegevoegde suikers 42g per 100 gram en waarvan toegevoegd zout 0.15g per 100 gram"
1359,2174,"Sweets, biscuits, crisps and chocolate",Easter treats,Delicata Paaseitjes gevuld wit crispy biscuit,2.99,,1.0,,,,,"150 gNormale prijs per KG € 19,93",150 Gram,589,"Ingrediënten: suiker, vollemelkpoeder, cacaoboter°, plantaardige olie (palm, koolzaad), cacaomassa°, bloem (tarwe, rijst), melkvet, emulgator (sojalecithinen [E322]), natuurlijk Bourbonvanillearoma, roomboterconcentraat, natuurlijk vanillearoma, zout, mageremelkpoeder, gerstemout.
Waarvan toegevoegde suikers 38g per 100 gram en waarvan toegevoegd zout 0.05g per 100 gram
°Rainforest Alliance gecertificeerd. Zie voor meer informatie ra.org 
melkbestanddelen ten minste 29%."
1360,2177,"Sweets, biscuits, crisps and chocolate",Easter treats,Delicata Praline wit gevuld,2.69,,1.0,,,,,"200 gPrijs per KG € 13,45",200 Gram,568,"Ingrediënten: suiker, vollemelkpoeder, cacaoboter°, 17% hazelnoot°, cacaomassa°, emulgator (sojalecithine [E322]), natuurlijk vanillearoma.
Waarvan toegevoegde suikers 42g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram
°Rainforest Alliance gecertificeerd. Zie voor meer informatie ra.org 
melkbestanddelen ten minste 29%."
1361,2180,"Sweets, biscuits, crisps and chocolate",Easter treats,Delicata Paaseitjes extra puur,2.19,,1.0,,,,,"200 gPrijs per KG € 10,95",200 Gram,539,"Ingrediënten: cacaomassa°, suiker, magerecacaopoeder°, emulgator (sojalecithine [E322]), natuurlijk vanillearoma.
Waarvan toegevoegde suikers 27g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram
cacaobestanddelen ten minste 70%. 
°Rainforest Alliance gecertificeerd. Zie voor meer informatie ra.org"
1362,2183,"Sweets, biscuits, crisps and chocolate",Easter treats,AH Chocolade eitjes praliné melk wit puur,3.49,,1.0,,,,,"500 gPrijs per KG € 6,98",500 Gram,564,"Ingrediënten: suiker, palmvet, cacaomassaº, cacaoboterº, vollemelkpoeder, dextrose, 3,3% hazelnootº, magere cacaopoeder, vegetarisch weipoeder, mageremelkpoeder, emulgator (sojalecithine [E322]), natuurlijk vanillearoma.
Waarvan toegevoegde suikers 46g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram
Cacaobestanddelen ten minste 32%, melkbestanddelen ten minste 14%. 
cacaobestanddelen ten minste 46%. 
droge melkbestanddelen ten minste 19%. 
°Rainforest Alliance gecertificeerd. Zie voor meer informatie ra.org"
1363,2185,"Sweets, biscuits, crisps and chocolate",Easter treats,AH Excellent Confetti koekjes,1.99,,1.0,,,,,"192 gPrijs per KG € 10,36",195 Gram,499,"Ingrediënten: tarwebloem, suiker, plantaardige olie (palm, raap, sal, shea, mango), vollemelkpoeder, cacaomassa°, cacaoboter°, vegetarisch weipoeder, mageremelkpoeder, invertsuiker, palmvet, emulgator (lecithinen [E322 (soja)]), rijsmiddel (ammoniumcarbonaat [E503], natriumcarbonaat [E500], kaliumtartraat [E336]), glucosestroop, zout, rijstzetmeel, kleurend concentraat (druivensap, saffloer, braam, spirulina, rode biet, citroen, radijs), glansmiddel (carnaubawas [E903], arabische gom [E414], bijenwas [E901]), vanillearoma, kleurstof (curcumine [E100], annatto bixine [E160(i)]), gerstemoutextract.
Waarvan toegevoegde suikers 31g per 100 gram en waarvan toegevoegd zout 0.24g per 100 gram
°Rainforest Alliance gecertificeerd. Zie voor meer informatie ra.org"
1364,2187,"Sweets, biscuits, crisps and chocolate",Easter treats,AH Excellent Paasfondant koeken met roomboter,2.19,,1.0,,,,,"300 gPrijs per KG € 7,30",300 Gram,416,"Ingrediënten: suiker, tarwebloem, 14% roomboter, glucose-fructosestroop, scharrelei, plantaardig vet (palm, palmpit), puree (1,4% abrikoos, appel), aardappelzetmeel, rijsmiddel (difosfaat [E450], natriumcarbonaat [E500]), emulgator (mono- en diglyceriden van vetzuren [E471], sojalecithine [E322], polyglycerolester van vetzuren [E475], polyglycerolpolyricinoleaat [E476], sorbitaantristearaat [E492]), stabilisator (sorbitol [E420]), dextrose, zout, conserveermiddel (sorbinezuur [E200], calciumpropionaat [E282], kaliumsorbaat [E202], natriumpropionaat [E281]), verdikkingsmiddel (pectine [E440], xanthaangom [E415]), sojabloem, rijstbloem, magerecacaopoeder°, melkeiwit, kleurend extract (kurkuma, wortel, rode biet), plantaardige olie (raap, zonnebloem), voedingszuur (kaliumcitraat [E332]), kleurstof (annatto bixine [E160b(i)], caroteen [E160a]), zuurteregelaar (citroenzuur [E330]), natuurlijk aroma, antioxidant (tocoferolrijk extract [E306]).
Waarvan toegevoegde suikers 36g per 100 gram en waarvan toegevoegd zout 0.27g per 100 gram
°Rainforest Alliance gecertificeerd. Zie voor meer informatie ra.org"
1365,2189,"Sweets, biscuits, crisps and chocolate",Easter treats,AH Excellent Dragee eitjes,3.59,,1.0,,,,,"180 gPrijs per KG € 19,94",180 Gram,518,"Ingrediënten: suiker, vollemelkpoeder, cacaoboter°, 9,6% hazelnoot°, cacaomassa°, rijstzetmeel, emulgator (lecithinen [E322]), natuurlijk vanillearoma, tapiocadextrine, verdikkingsmiddel (xanthaangom [E415], guarpitmeel [E412], arabische gom [E414]), kleurstof (karamel [E150a], ijzeroxiden en -hydroxiden [E172]).
Waarvan toegevoegde suikers 54g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram
Cacaobestanddelen ten minste 30%, melkbestanddelen ten minste 21%. 
°Rainforest Alliance gecertificeerd. Zie voor meer informatie ra.org"
1366,2192,"Sweets, biscuits, crisps and chocolate",Easter treats,AH Excellent Paas timbola's,1.89,,1.0,,,,,"225 gPrijs per KG € 8,40",225 Gram,431,"Ingrediënten: suiker, scharrelei, plantaardig vet (palm, kokos), tarwebloem, water, sojaboon, tarwezetmeel, glucosestroop, abrikozenpit, glucose-fructosestroop, raapolie, stabilisator (sorbitolen [E420], glycerol [E422], invertase [E1103]), sojabloem, 0,8% frambozenpuree, 0,5% frambozenpureeconcentraat, magerecacaopoeder°, verdikkingsmiddel (xanthaangom [E415]), mageremelkpoeder, emulgator (mono- en diglyceriden van vetzuren [E471], sorbitaantristearaat [E492], sojalecithinen [E322]), zout, kleurstof (carotenen [E160a]), geleermiddel (natriumalginaat [E401], pectine [E440]), zuurteregelaar (citroenzuur [E330], natriumcitraten [E331]), conserveermiddel (kaliumsorbaat [E202]), rijsmiddel (difosfaten [E450], natriumcarbonaten [E500]), kleurend extract (zwarte bes, zwarte wortel), natuurlijk aroma, aroma.
Waarvan toegevoegde suikers 52g per 100 gram en waarvan toegevoegd zout 0.17g per 100 gram
°Rainforest Alliance gecertificeerd. Zie voor meer informatie ra.org"
1367,2194,"Sweets, biscuits, crisps and chocolate",Easter treats,AH Chocolade eitjes mix gevuld,5.49,,1.0,,,,,"1 kgPrijs per KG € 5,49",1 Kilogram,542,"Ingrediënten: suiker, plantaardig vet (palm, kokos, zonnebloem, raap [in wisselende verhoudingen]), cacaoboterº, cacaomassaº, vollemelkpoeder, vegetarisch weipoeder, dextrose, glucosestroop, 1,4% hazelnootº, magere cacaopoederº, mageremelkpoeder, gecondenseerde volle melk met suiker, emulgator (sojalecithine [E322]), water, rijstbloem, natuurlijk vanillearoma, 0,1% aardbeienpoeder, maltodextrine, aroma, zout, voedingszuur (citroenzuur [E330]).
Waarvan toegevoegde suikers 46g per 100 gram en waarvan toegevoegd zout 0.02g per 100 gram
Cacaobestanddelen ten minste 32%, melkbestanddelen ten minste 14%. 
cacaobestanddelen ten minste 46%. 
droge melkbestanddelen ten minste 19%. 
°Rainforest Alliance gecertificeerd. Zie voor meer informatie ra.org"
1368,2196,"Sweets, biscuits, crisps and chocolate",Easter treats,Delicata Paaseitjes melk-wit-puur-mix,5.49,,1.0,,,,,"500 gPrijs per KG € 10,98",500 Gram,551,"Ingrediënten: suiker, cacaomassaº, cacaoboterº, vollemelkpoeder, emulgator (sojalecithine [E322]), watervrij melkvet, natuurlijk vanillearoma.
Waarvan toegevoegde suikers gemiddeld 42g per 100 gram en waarvan toegevoegd zout gemiddeld 0.00g per 100 gram
Cacaobestanddelen ten minste 34%, melkbestanddelen ten minste 19%. 
cacaobestanddelen ten minste 57%. 
°Rainforest Alliance gecertificeerd. Zie voor meer informatie ra.org 
melkbestanddelen ten minste 24%."
1369,2199,"Sweets, biscuits, crisps and chocolate",Easter treats,AH Chocolade eitjes wit,1.99,,1.0,,,,,"250 gPrijs per KG € 7,96",250 Gram,548,"Ingrediënten: suiker, cacaoboterº, vollemelkpoeder, vegetarisch weipoeder, mageremelkpoeder, emulgator (sojalecithine [E322]), natuurlijk vanillearoma.
Waarvan toegevoegde suikers 49g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram
droge melkbestanddelen ten minste 19%. 
°Rainforest Alliance gecertificeerd. Zie voor meer informatie ra.org"
1370,2201,"Sweets, biscuits, crisps and chocolate",Easter treats,AH Excellent Chocolade paashaasjes,2.99,,1.0,,1.0,,,"150 gPrijs per KG € 19,93",150 Gram,538,"Ingrediënten: suiker, cacaoboter°, vollemelkpoeder, cacaomassa°, vegetarisch weipoeder, emulgator (sojalecithine [E322]), natuurlijk vanillearoma, extract van paprika, kleurstof (bèta-apo-8'-carotenal (c30) [E160e], curcumine [E100]), kleurend spirulina.
Waarvan toegevoegde suikers 50g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram
Cacaobestanddelen ten minste 30%, melkbestanddelen ten minste 20%. 
°Rainforest Alliance gecertificeerd. Zie voor meer informatie ra.org"
1371,2204,"Sweets, biscuits, crisps and chocolate",Easter treats,AH Excellent Marsepeinen paaseitjes,2.99,,,1.0,1.0,1.0,,"155 gPrijs per KG € 19,29",155 Gram,447,"Ingrediënten: suiker, 29% amandel, glucosestroop, stabilisator (sorbitol [E420]), kleurstof (curcumine [E100]), bevochtigingsmiddel (invertase [E1103]), verdikkingsmiddel (natriumalginaat [E401]), kleurend concentraat (appel, spirulina, rode biet).
Waarvan toegevoegde suikers 64g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram"
1372,2208,"Sweets, biscuits, crisps and chocolate",Easter treats,AH Excellent Paas bokkenpootjes,1.49,,1.0,,,,,"225 gPrijs per KG € 6,62",225 Gram,509,"Ingrediënten: suiker, plantaardig vet (palm, kokos), tarwezetmeel, rijstbloem, pindaschaafsel, voedingsvezel (inuline), vegetarisch weipoeder, lactose, glucosestroop, scharrelei-eiwit, cacaomassa°, melkeiwit, aroma, mageremelkpoeder, kleurstof (luteïne [E161b], annatto bixine [E160b(i)]), emulgator (sojalecithine [E322]), cacaoboter°, natuurlijk vanillearoma, roomboter, verdikkingsmiddel (xanthaangom [E415], cellulosegom [E466]), rijsmiddel (natriumcarbonaat [E500]), zuurteregelaar (citroenzuur [E330]), natuurlijk aroma.
Waarvan toegevoegde suikers 45g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram
°Rainforest Alliance gecertificeerd. Zie voor meer informatie ra.org"
1373,2209,"Sweets, biscuits, crisps and chocolate",Easter treats,Delicata Paasloterei,2.99,,1.0,,,,,"82 gNormale prijs per KG € 36,46",82 Gram,531,"Ingrediënten: suiker, vollemelkpoeder, cacaomassa°, cacaoboter°, glucosestroop, stabilisator (glycerol [E422], sorbitolen [E420], natriumfosfaten [E339]), plantaardige olie (palm, koolzaad, zonnebloem, raap), water, invertsuikerstroop, roomboter, gecondenseerde melk, melkvet, 1% pecannoot, mageremelkpoeder, 0,2% zwarte peper, emulgator (sojalecithinen [E322]), voedingszuur (citroenzuur [E330]), volle melk, natuurlijk vanillearoma, natuurlijke aroma’s, zeezout, zout, vegetarische lactose, conserveermiddel (koolstofdioxide [E290]).
Waarvan toegevoegde suikers 43g per 100 gram en waarvan toegevoegd zout 0.19g per 100 gram
°Rainforest Alliance gecertificeerd. Zie voor meer informatie ra.org"
1374,2212,"Sweets, biscuits, crisps and chocolate",Easter treats,AH Excellent Holle verstop paaseieren melkchocolade,3.49,,1.0,,1.0,,,"360 gPrijs per KG € 9,69",320 Gram,518,"Ingrediënten: suiker, cacaoboter°, cacaomassa°, mageremelkpoeder, vegetarisch weipoeder, melkvet, emulgator (sojalecithinen [E322], polyglycerolpolyricinoleaat [E476]), vanille-extract.
Waarvan toegevoegde suikers 49g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram
Cacaobestanddelen ten minste 31%, melkbestanddelen ten minste 14%. 
°Rainforest Alliance gecertificeerd. Zie voor meer informatie ra.org"
1375,2215,"Sweets, biscuits, crisps and chocolate",Easter treats,Delicata Paaseitje gsevuld melk chocomousse crisp,2.99,,1.0,,,,,"150 gNormale prijs per KG € 19,93",150 Gram,576,"Ingrediënten: suiker, cacaoboter°, vollemelkpoeder, hazelnoot°, cacaomassa°, palmvet, rijstebloem, roomboterconcentraat, raapolie, emulgator (lecithinen [E322 (soja)]), natuurlijk vanillearoma, zout.
Waarvan toegevoegde suikers 41g per 100 gram en waarvan toegevoegd zout 0.04g per 100 gram
Cacaobestanddelen ten minste 30%, melkbestanddelen ten minste 21%. 
°Rainforest Alliance gecertificeerd. Zie voor meer informatie ra.org 
melkbestanddelen ten minste 25%."
1376,2218,"Sweets, biscuits, crisps and chocolate",Easter treats,"AH Chocolade eitjes assorti melk, wit, puur",1.99,,1.0,,,,,"250 gPrijs per KG € 7,96",250 Gram,537,"Ingrediënten: suiker, cacaoboterº, cacaomassaº, vollemelkpoeder, vegetarisch weipoeder, lactose, mageremelkpoeder, emulgator (sojalecithine [E322]), natuurlijk vanillearoma. 
Waarvan toegevoegde suikers 47g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram
Cacaobestanddelen ten minste 32%, melkbestanddelen ten minste 14%. 
cacaobestanddelen ten minste 46%. 
°Rainforest Alliance gecertificeerd. Zie voor meer informatie ra.org 
melkbestanddelen ten minste 19%."
1377,2220,"Sweets, biscuits, crisps and chocolate",Easter treats,AH Excellent Paas crème spritsen,1.79,,1.0,,,,,"185 gPrijs per KG € 9,68",185 Gram,560,"Ingrediënten: suiker, plantaardige olie (palm, zonnebloem, kokos), tarwebloem, mageremelkpoeder, zetmeel (maïs, tarwe), natuurlijk aroma, kleurstof (annatto bixine [E160b(i)], caroteen [E160a], anthocyaan [E163]), emulgator (zonnebloemlecithine [E322]), zout, glansmiddel (bijenwas [E901]), citroenolie, rijsmiddel (natriumcarbonaat [E500]), kleurend concentraat (radijs, citroen, saffloer, zwarte bes, spirulina, rode biet), glucosestroop.
Waarvan toegevoegde suikers 35g per 100 gram en waarvan toegevoegd zout 0.24g per 100 gram"
1378,2221,"Sweets, biscuits, crisps and chocolate",Easter treats,Ravelli Paaslolly's,0.99,,,,1.0,,,"20 gPrijs per KG € 49,50",20 Gram,548,"Ingrediënten: suiker, cacaoboter*, volle MELKpoeder, cacaomassa*, weipoeder (MELK), emulgator (SOJA-lecithine), natuurlijk vanille-aroma, extract van paprika, kleurstof (E100, E160e), kleurend leversmiddel (spirulina blauw). *Rainforest Alliance Certified. ra.org. Bevat lactose, melkeiwit en soja. Gemaakt in een bedrijf waar ook noten en pinda's worden verwerkt."
